Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61
Timo Glock (GLO),1:57.721,1:49.819,1:49.123,1:48.716,1:48.432,1:48.645,1:48.697,1:48.521,1:47.851,1:47.884,1:47.543,1:47.243,1:47.306,1:47.781,1:57.933,2:51.214,3:04.354,3:00.080,2:37.759,1:53.266,1:51.227,1:49.992,1:50.433,1:49.683,1:50.449,1:49.856,1:49.872,1:49.697,1:49.644,1:49.388,1:48.612,1:48.528,1:48.297,1:48.502,1:48.068,1:48.618,1:48.135,1:48.619,1:48.348,1:47.625,1:47.895,1:48.122,1:47.305,1:47.468,1:47.371,1:51.813,2:08.877,1:47.568,1:47.122,1:47.044,1:54.653,2:46.718,2:42.109,1:50.464,1:48.051,1:47.442,1:47.700,1:47.936,1:48.488,1:47.217,1:49.615
Robert Kubica (KUB),1:55.883,1:49.074,1:48.154,1:47.914,1:47.865,1:47.871,1:47.761,1:47.021,1:47.778,1:47.366,1:47.058,1:47.146,1:47.040,1:46.899,1:50.456,3:07.081,3:13.535,2:45.519,2:42.583,1:52.985,1:50.550,1:50.026,1:50.037,1:49.718,1:49.230,1:49.983,1:53.786,2:13.031,1:47.899,1:47.465,1:49.008,1:47.785,1:53.123,2:12.679,1:49.563,1:48.760,1:48.676,1:48.804,1:49.292,1:50.740,1:50.763,1:49.604,1:49.920,1:50.475,1:49.040,1:48.376,1:48.634,1:48.498,1:48.301,1:48.365,1:52.827,2:12.652,2:36.944,1:52.604,1:50.828,1:49.677,1:49.661,1:50.428,1:49.399,1:49.505,1:50.634
Kimi Räikkönen (RAI),1:54.526,1:49.194,1:47.730,1:47.550,1:47.282,1:47.026,1:47.102,1:46.512,1:46.115,1:46.105,1:45.764,1:45.985,1:46.301,1:45.599,1:51.997,3:16.804,3:08.229,3:06.665,2:33.045,1:54.666,1:51.478,1:50.611,1:50.144,1:50.816,1:50.636,1:49.412,1:49.762,1:50.243,1:49.842,1:50.020,1:49.863,1:49.407,1:49.463,1:50.254,1:49.166,1:47.871,1:49.347,1:51.004,1:48.638,1:46.846,1:47.274,1:47.837,1:46.159,1:47.168,1:46.651,1:46.664,1:46.465,1:47.017,1:47.935,1:52.511,2:14.965,2:36.706,2:41.759,1:50.786,1:47.955,1:47.455,1:47.648
Sébastien Bourdais (BOU),2:04.490,1:53.274,1:52.493,1:52.271,1:52.156,1:51.303,1:50.910,1:52.009,1:52.310,1:50.679,1:50.927,1:49.730,1:56.478,1:50.205,1:58.095,2:07.643,2:58.997,2:49.799,2:46.453,1:55.356,1:51.755,1:51.205,1:58.366,1:49.184,1:48.373,1:48.563,1:57.153,1:48.575,1:47.820,1:47.890,1:49.574,1:49.708,1:54.355,2:15.538,1:50.529,1:49.886,1:49.193,1:48.655,1:49.087,1:50.899,1:50.409,1:50.169,1:51.963,1:51.715,1:49.306,1:49.001,1:50.332,1:49.823,1:50.901,1:52.406,2:02.566,1:56.639,2:26.396,1:51.530,1:50.673,1:49.674,1:49.854,1:50.675,1:49.042,1:49.672,1:51.104
Kazuki Nakajima (NAK),2:01.690,1:52.588,1:52.149,1:52.261,1:51.447,1:51.257,1:51.379,1:50.301,1:48.470,1:48.091,1:47.917,1:47.483,1:47.287,1:48.021,1:56.545,2:31.867,3:04.422,2:57.863,2:36.523,1:54.177,1:51.245,1:50.282,1:50.604,1:50.782,1:49.565,1:50.114,1:49.851,1:50.134,1:49.500,1:49.081,1:49.273,1:49.179,1:49.268,1:51.717,1:49.916,1:49.810,1:49.723,1:49.148,1:48.257,1:47.431,1:48.088,1:52.810,2:12.569,1:48.674,1:47.913,1:47.593,1:47.927,1:47.675,1:47.547,1:48.204,1:56.009,2:30.047,2:38.097,1:52.355,1:49.818,1:49.102,1:48.809,1:49.427,1:48.945,1:48.345,1:48.221
Heikki Kovalainen (KOV),1:58.416,1:50.281,1:49.303,1:49.386,1:48.707,1:48.833,1:48.652,1:47.937,1:48.269,1:47.839,1:47.868,1:47.923,1:47.636,1:47.337,1:55.868,2:51.848,3:05.474,3:01.398,2:35.414,1:54.538,1:51.540,1:50.411,1:50.571,1:51.099,1:50.245,1:49.506,1:50.076,1:50.173,1:49.724,1:50.017,1:50.003,1:49.363,1:49.369,1:54.221,2:11.813,1:49.833,1:49.407,1:49.160,1:48.630,1:48.961,1:48.971,1:48.987,1:49.603,1:49.197,1:49.689,1:48.969,1:49.162,1:49.323,1:49.009,1:48.953,1:56.304,2:18.459,2:37.166,1:52.582,1:50.292,1:49.536,1:49.525,1:49.625,1:48.819,1:50.695,1:51.291
Fernando Alonso (ALO),2:02.063,1:52.712,1:52.149,1:52.358,1:51.440,1:51.188,1:51.663,1:52.324,1:49.799,1:47.629,1:47.347,1:51.000,2:13.083,1:49.628,2:55.329,1:59.629,2:07.012,2:45.974,2:42.664,1:52.546,1:50.882,1:50.049,1:49.899,1:49.871,1:49.260,1:49.722,1:50.015,1:48.316,1:49.019,1:46.953,1:46.957,1:47.181,1:46.195,1:46.044,1:46.265,1:46.391,1:46.020,1:46.173,1:45.870,1:45.843,1:50.051,2:09.819,1:47.632,1:46.692,1:46.797,1:47.098,1:46.865,1:46.495,1:47.588,1:47.122,1:54.031,3:17.238,2:43.434,1:46.699,1:45.768,1:47.717,1:47.037,1:48.550,1:48.363,1:46.915,1:49.931
Nico Rosberg (ROS),2:01.121,1:52.422,1:52.179,1:52.019,1:51.609,1:50.976,1:48.605,1:47.184,1:46.948,1:46.729,1:46.899,1:46.913,1:46.799,1:46.945,1:57.557,2:45.014,3:00.575,2:47.888,2:44.264,1:49.503,1:47.529,1:47.502,1:47.517,1:47.309,1:47.287,1:47.230,1:46.940,1:51.184,2:12.819,1:47.415,1:47.127,1:47.045,1:47.180,1:46.604,1:46.955,1:47.058,1:46.757,1:46.585,1:46.454,1:50.719,2:11.244,1:48.156,1:48.096,1:47.758,1:47.719,1:47.714,1:47.755,1:47.643,1:48.062,1:47.684,1:59.010,2:54.719,2:43.799,1:49.075,1:48.179,1:47.599,1:47.545,1:47.459,1:47.484,1:47.508,1:47.688
Nick Heidfeld (HEI),1:59.102,1:50.517,1:49.424,1:49.296,1:49.303,1:49.062,1:48.376,1:48.240,1:48.109,1:47.635,1:47.703,1:47.879,1:47.717,1:47.306,1:57.747,2:50.041,3:04.586,2:58.054,2:36.893,1:53.976,1:51.264,1:50.257,1:50.774,1:49.981,1:49.805,1:50.242,1:49.950,1:49.753,1:49.557,1:49.237,1:49.225,1:49.075,1:48.460,1:48.124,1:48.388,1:48.149,1:48.247,1:47.891,1:48.935,1:48.357,1:47.310,1:48.028,1:52.114,2:10.069,1:49.200,1:49.016,1:48.406,1:48.890,1:48.582,1:49.190,2:01.623,2:30.737,2:39.045,1:52.132,1:49.391,1:47.864,1:48.010,1:47.826,1:47.398,1:48.082,1:47.855
Lewis Hamilton (HAM),1:52.282,1:47.656,1:47.049,1:46.990,1:46.931,1:47.090,1:47.088,1:46.922,1:46.633,1:46.512,1:46.526,1:46.595,1:46.236,1:46.072,1:52.950,3:15.953,3:06.013,3:00.702,2:39.927,1:53.138,1:51.129,1:49.896,1:50.187,1:50.247,1:50.032,1:49.653,1:49.919,1:49.364,1:49.834,1:48.624,1:48.291,1:48.150,1:48.806,1:47.807,1:47.808,1:48.088,1:47.964,1:48.080,1:47.826,1:47.981,1:47.598,1:53.216,2:08.029,1:46.666,1:46.844,1:47.161,1:46.753,1:46.837,1:46.940,1:47.499,1:53.716,2:53.529,2:43.384,1:49.883,1:47.673,1:47.685,1:47.545,1:47.695,1:48.151,1:47.735,1:48.731
