Driver,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78
Damon Hill,1:43.858,1:29.284,1:28.848
Marc Gené,1:47.773,1:31.510,1:30.161,1:29.605,1:29.599,1:29.539,1:29.190,1:29.235,1:30.344,1:28.956,1:28.437,1:27.965,1:27.572,1:30.057,1:27.257,1:31.135,1:29.305,1:26.864,1:27.645,1:27.070,1:27.266,1:26.965,1:28.845,1:31.229
Olivier Panis,1:44.535,1:29.667,1:28.591,1:29.062,1:27.245,1:28.249,1:27.596,1:28.112,1:27.695,1:27.219,1:26.916,1:26.667,1:26.696,1:26.312,1:26.272,1:25.698,1:25.560,1:26.313,1:25.977,1:25.393,1:25.080,1:25.551,1:29.034,1:24.480,1:24.944,1:25.428,1:42.552,1:29.625,1:25.771,1:26.289,1:26.721,1:26.741,1:26.376,1:26.782,1:26.271,1:26.403,1:25.662,1:25.183,1:24.839,1:26.024
Pedro de la Rosa (DLR),1:48.134,1:31.639,1:30.166,1:29.772,1:29.624,1:29.570,1:29.564,1:30.756,1:29.287,1:28.976,1:28.641,1:28.325,1:30.859,1:30.431,1:29.298,1:29.578,1:28.053,1:27.714,1:29.281,1:32.120,1:27.693,1:28.784,1:26.914,1:27.037,1:27.664,1:29.500,1:28.381,1:27.115,1:28.216,1:28.666
Jacques Villeneuve (VIL),1:37.984,1:28.256,1:27.598,1:26.683,1:26.771,1:26.590,1:26.871,1:26.366,1:25.903,1:26.066,1:25.657,1:25.538,1:25.189,1:25.113,1:25.767,1:25.804,1:25.748,1:24.717,1:24.454,1:24.446,1:24.096,1:24.767,1:25.353,1:24.524,1:24.813,1:25.173,1:24.194,1:23.810,1:23.838,1:23.874,1:23.537,1:24.211
Michael Schumacher (MSC),1:29.618,1:25.149,1:24.315,1:24.471,1:25.121,1:23.967,1:23.740,1:23.474,1:23.405,1:24.236,1:23.585,1:23.756,1:23.576,1:24.230,1:24.030,1:23.374,1:22.978,1:23.687,1:23.541,1:23.533,1:22.975,1:23.204,1:23.098,1:24.220,1:24.154,1:23.712,1:23.882,1:22.950,1:22.950,1:23.185,1:22.661,1:22.288,1:22.591,1:23.017,1:23.054,1:22.458,1:22.659,1:24.507,1:22.715,1:22.891,1:23.690,1:43.450,1:27.826,1:24.966,1:24.724,1:23.763,1:23.854,1:23.083,1:23.074,1:22.961,1:23.148,1:24.380,1:24.120,1:24.350,1:24.192,1:24.139,1:23.423,1:24.455,1:25.585,1:24.177,1:23.901,1:23.153,1:23.251,1:22.961,1:23.498,1:23.990,1:23.818,1:23.787,1:24.466,1:24.303,1:23.854,1:23.849,1:24.228,1:27.655,1:25.858,1:24.948,1:24.279,1:29.696
Alexander Wurz (WUR),1:39.878,1:28.994,1:28.696,1:29.197,1:27.867,1:28.050,1:27.840,1:27.438,1:27.476,1:27.288,1:26.965,1:26.629,1:26.752,1:25.247,1:25.173,1:24.717,1:24.586,1:24.709,1:24.446,1:24.909,1:24.666,1:24.527,1:24.064,1:25.648,1:24.760,1:25.195,1:25.060,1:25.641,1:23.977,1:23.864,1:24.094,1:24.776,1:26.550,1:25.025,1:25.249,1:24.608,1:24.236,1:26.761,1:24.496,1:23.891,1:24.421,1:24.488,1:24.573,1:44.421,1:28.394,1:24.548,1:23.765,1:24.140,1:23.906,1:24.251,1:23.957,1:24.316,1:24.029,1:24.460,1:25.863,1:24.328,1:24.399,1:23.940,1:24.052,1:24.146,1:24.282,1:23.805,1:24.019,1:23.978,1:23.929,1:23.985,1:23.769,1:23.236,1:23.788,1:24.074,1:23.476,1:25.156,1:24.459,1:24.606,1:25.372,1:25.147,1:26.376
Ralf Schumacher (SCH),1:43.179,1:29.225,1:28.955,1:40.222,1:28.129,1:29.578,1:29.558,1:30.827,1:29.274,1:28.931,1:28.731,1:28.345,1:28.496,1:26.914,1:27.278,1:25.721,1:24.642,1:25.027,1:28.300,1:27.780,1:25.875,1:25.771,1:25.226,1:25.659,1:26.764,1:26.619,1:26.778,1:27.116,1:26.695,1:26.533,1:29.500,1:27.930,1:28.957,1:27.712,1:27.342,1:28.817,1:26.687,1:24.845,1:24.062,1:24.566,1:23.990,1:23.632,1:24.003,1:23.465,1:23.475,1:23.093,1:22.837,1:22.839,1:23.349,1:23.925,1:26.813,1:43.793,1:27.944,1:23.982
Rubens Barrichello (BAR),1:34.171,1:27.220,1:26.618,1:26.188,1:26.132,1:25.760,1:25.800,1:25.547,1:25.471,1:25.493,1:25.448,1:25.183,1:25.021,1:24.966,1:25.064,1:25.296,1:24.640,1:24.655,1:25.117,1:25.521,1:24.923,1:24.995,1:25.126,1:25.521,1:24.578,1:24.348,1:25.090,1:24.813,1:24.707,1:25.656,1:24.865,1:26.079,1:25.617,1:24.710,1:24.159,1:24.457,1:25.171,1:25.911,1:24.828,1:24.471,1:24.300,1:24.132,1:24.480,1:24.038,1:23.787,1:23.696,1:24.003,1:23.862,1:23.699,1:42.576,1:29.094,1:24.808,1:24.083,1:24.084,1:23.583,1:24.068,1:24.510,1:24.251,1:24.660,1:24.346,1:24.960,1:24.051,1:24.105,1:24.289,1:24.595,1:24.789,1:24.185,1:24.952,1:24.457,1:26.900,1:25.032
Giancarlo Fisichella (FIS),1:36.910,1:27.672,1:27.063,1:26.678,1:26.578,1:26.200,1:26.177,1:26.354,1:25.800,1:25.775,1:25.537,1:25.239,1:25.245,1:25.072,1:24.656,1:24.780,1:24.966,1:25.002,1:24.509,1:24.416,1:25.344,1:24.562,1:24.829,1:26.041,1:24.948,1:24.310,1:24.651,1:24.116,1:23.898,1:24.261,1:24.641,1:25.967,1:27.948,1:25.870,1:23.787,1:23.946,1:24.493,1:24.610,1:24.593,1:24.475,1:24.539,1:24.341,1:44.402,1:28.372,1:24.141,1:23.737,1:23.809,1:23.959,1:23.977,1:23.604,1:24.268,1:24.942,1:23.869,1:24.331,1:23.594,1:23.951,1:24.709,1:23.868,1:24.583,1:24.122,1:23.778,1:24.560,1:24.705,1:26.022,1:25.465,1:24.534,1:23.473,1:23.996,1:23.811,1:24.245,1:24.665,1:26.099,1:24.842,1:25.235,1:24.958,1:25.116,1:28.164
Jarno Trulli (TRU),1:36.079,1:27.609,1:26.935,1:26.781,1:26.751,1:26.169,1:26.356,1:26.271,1:25.930,1:25.616,1:25.325,1:24.912,1:24.920,1:24.514,1:24.649,1:24.346,1:25.767,1:24.593,1:24.781,1:24.500,1:25.516,1:24.922,1:42.271,1:25.878,1:24.274,1:25.396,1:25.781,1:24.766,1:24.668,1:24.869,1:24.825,1:24.969,1:24.972,1:25.327,1:26.131,1:24.734,1:24.592,1:25.226,1:24.958,1:24.786,1:24.122,1:24.254,1:24.202,1:24.332,1:24.089,1:23.917,1:24.245,1:24.208,1:23.646,1:23.663,1:25.562,1:41.477,1:27.442,1:24.656,1:24.294,1:24.697,1:24.881,1:24.565,1:24.491,1:24.310,1:24.240,1:24.252,1:34.109,1:24.738,1:24.908,1:24.583,1:24.654,1:24.335,1:25.196,1:25.720,1:24.688,1:25.651,1:25.278,1:25.532,1:25.758,1:26.375,1:27.110
David Coulthard (COU),1:33.117,1:26.604,1:25.760,1:25.804,1:25.262,1:25.125,1:24.984,1:24.743,1:25.508,1:24.354,1:24.591,1:24.582,1:23.985,1:23.798,1:23.906,1:23.921,1:24.439,1:24.187,1:23.707,1:24.019,1:24.122,1:24.091,1:24.515,1:23.683,1:22.981,1:23.357,1:23.657,1:23.207,1:23.179,1:23.478,1:22.883,1:23.740,1:24.510,1:25.435,1:31.897,1:36.932
